snapshot_id,asset_id,as_of_date,asset_type,department,location,assigned_to,is_unassigned,asset_status,health_at_snapshot,age_years,warranty_days_remaining,open_issues_count,open_critical_or_high_issues,issues_opened_90d,maintenance_open_or_scheduled,maintenance_completed_365d,days_since_last_maintenance,rolling_error_count_30d,avg_cpu_temp_c,has_thermal_reading,reported_uptime_pct,risk_event_30d,risk_event_90d,label_horizon_days
AST-261_2024-06-13,AST-261,2024-06-13,Desktop,Finance,Floor 4,Maria Lopez,0,Active,Needs Attention,3.2,358,3,2,6,2,2,159,7,80.6,1,98.2,1,1,30
AST-262_2024-02-28,AST-262,2024-02-28,Printer,IT,Floor 5,John Smith,0,Active,Needs Attention,2.7,747,2,1,6,2,1,199,9,-1.0,0,99.0,1,1,30
AST-225_2024-04-21,AST-225,2024-04-21,Printer,Finance,Floor 3,Sarah Lim,0,Active,Needs Attention,6.9,-1,4,4,5,0,5,154,0,-1.0,0,99.5,1,1,30
AST-188_2024-03-07,AST-188,2024-03-07,Printer,Finance,Floor 3,Ravi Kumar,0,Active,Needs Attention,2.2,-1,2,1,5,2,1,87,10,-1.0,0,98.4,1,1,30
AST-160_2024-04-06,AST-160,2024-04-06,Laptop,HR,Floor 5,Bob Lee,0,Active,Excellent,4.4,-1,2,1,4,1,4,136,0,74.0,1,96.2,0,0,30
AST-227_2024-06-26,AST-227,2024-06-26,Laptop,HR,Floor 3,Emma Roy,0,Active,Fair,2.1,-1,4,1,2,0,0,140,5,53.8,1,99.3,0,1,30
AST-220_2024-04-19,AST-220,2024-04-19,Printer,Sales,Floor 4,Sarah Lim,0,Active,Needs Attention,4.1,379,4,2,3,0,5,66,2,-1.0,0,97.6,1,1,30
AST-084_2024-01-14,AST-084,2024-01-14,Desktop,Finance,Floor 4,Maria Lopez,0,Active,Needs Attention,4.7,422,5,2,4,2,1,181,3,84.1,1,94.6,1,1,30
AST-175_2024-03-24,AST-175,2024-03-24,Printer,Sales,Floor 5,Ravi Kumar,0,Active,Needs Attention,6.1,711,2,0,0,2,1,146,7,-1.0,0,99.5,1,1,30
AST-151_2024-02-02,AST-151,2024-02-02,Desktop,Marketing,Floor 3,Unassigned,1,Active,Needs Attention,1.4,611,3,3,6,0,1,27,8,64.4,1,96.1,1,1,30
AST-134_2024-01-04,AST-134,2024-01-04,Desktop,Finance,Floor 4,Kevin Wu,0,Active,Needs Attention,6.4,130,5,3,1,2,3,169,6,73.3,1,94.5,1,1,30
AST-078_2024-01-12,AST-078,2024-01-12,Printer,IT,Floor 4,Unassigned,1,Active,Needs Attention,4.5,299,3,0,1,1,5,175,8,-1.0,0,94.6,1,1,30
AST-186_2024-05-01,AST-186,2024-05-01,Laptop,Finance,Floor 5,John Smith,0,Active,Good,0.7,-1,1,1,4,2,3,16,3,53.1,1,97.5,1,1,30
AST-021_2024-04-21,AST-021,2024-04-21,Printer,IT,Floor 4,Daniel Kim,0,Active,Fair,3.1,671,1,0,2,0,5,69,6,-1.0,0,98.1,0,0,30
AST-104_2024-03-29,AST-104,2024-03-29,Desktop,Sales,Floor 1,Bob Lee,0,Active,Good,5.3,-1,3,1,5,0,3,33,3,59.8,1,99.4,0,1,30
AST-215_2024-06-08,AST-215,2024-06-08,Printer,HR,Floor 1,Ravi Kumar,0,Active,Needs Attention,1.3,777,0,0,1,1,5,18,8,-1.0,0,94.4,1,1,30
AST-212_2024-03-24,AST-212,2024-03-24,Desktop,Marketing,Floor 3,Unassigned,1,Active,Good,0.8,713,2,0,1,2,5,108,2,54.6,1,94.2,1,1,30
AST-115_2024-06-02,AST-115,2024-06-02,Desktop,IT,Floor 3,Emma Roy,0,Active,Fair,1.7,-1,1,0,1,2,0,192,5,63.8,1,97.3,1,1,30
AST-074_2024-01-19,AST-074,2024-01-19,Laptop,Finance,Floor 1,Alice Tan,0,Active,Needs Attention,3.3,-1,2,2,1,0,0,101,3,74.8,1,98.8,1,1,30
AST-005_2024-04-28,AST-005,2024-04-28,Laptop,Marketing,Floor 4,Unassigned,1,Active,Excellent,3.8,198,0,0,6,0,3,198,0,53.2,1,99.0,0,1,30
AST-245_2024-05-01,AST-245,2024-05-01,Printer,Sales,Floor 3,Ravi Kumar,0,Active,Needs Attention,2.4,-1,1,0,3,2,5,74,7,-1.0,0,95.8,1,1,30
AST-109_2024-05-25,AST-109,2024-05-25,Laptop,Marketing,Floor 1,Maria Lopez,0,Active,Needs Attention,1.3,-1,3,2,5,0,1,0,6,80.7,1,95.9,1,1,30
AST-050_2024-01-22,AST-050,2024-01-22,Laptop,Sales,Floor 1,Emma Roy,0,Active,Needs Attention,6.8,-1,4,4,0,1,1,146,0,60.8,1,96.7,1,1,30
AST-197_2024-01-04,AST-197,2024-01-04,Printer,Marketing,Floor 5,John Smith,0,Active,Fair,6.5,-1,2,0,2,1,0,187,5,-1.0,0,98.1,0,0,30
AST-019_2024-01-10,AST-019,2024-01-10,Desktop,HR,Floor 4,Linda Park,0,Active,Needs Attention,4.2,557,4,2,5,2,0,34,7,78.7,1,94.7,1,1,30
AST-227_2024-05-15,AST-227,2024-05-15,Laptop,HR,Floor 4,Tom White,0,Active,Good,2.7,-1,0,0,2,2,4,39,3,71.3,1,99.8,1,1,30
AST-182_2024-03-18,AST-182,2024-03-18,Desktop,IT,Floor 5,Daniel Kim,0,Active,Excellent,3.3,365,2,0,4,1,4,175,1,59.8,1,99.7,0,0,30
AST-088_2024-04-05,AST-088,2024-04-05,Laptop,HR,Floor 4,Unassigned,1,Active,Needs Attention,5.0,608,1,1,1,1,1,74,7,69.4,1,99.5,1,1,30
AST-055_2024-05-27,AST-055,2024-05-27,Printer,IT,Floor 4,Unassigned,1,Active,Excellent,1.1,189,5,1,4,2,2,164,0,-1.0,0,94.2,1,1,30
AST-059_2024-01-05,AST-059,2024-01-05,Laptop,IT,Floor 2,Daniel Kim,0,Active,Fair,4.8,-1,4,0,2,0,1,56,5,57.9,1,94.7,0,1,30
AST-230_2024-06-26,AST-230,2024-06-26,Printer,Finance,Floor 2,Tom White,0,Active,Needs Attention,4.8,757,1,1,0,2,5,135,7,-1.0,0,99.4,1,1,30
AST-102_2024-02-23,AST-102,2024-02-23,Laptop,HR,Floor 2,Chris Tan,0,Active,Needs Attention,4.8,685,5,5,3,1,3,39,7,57.5,1,94.2,1,1,30
AST-156_2024-02-23,AST-156,2024-02-23,Printer,HR,Floor 5,Kevin Wu,0,Active,Excellent,2.0,568,2,0,5,0,4,69,0,-1.0,0,96.3,0,1,30
AST-141_2024-05-03,AST-141,2024-05-03,Desktop,Finance,Floor 2,Unassigned,1,Active,Needs Attention,1.4,213,2,2,6,1,0,74,2,53.4,1,96.2,1,1,30
AST-027_2024-04-27,AST-027,2024-04-27,Laptop,Finance,Floor 3,Unassigned,1,Active,Fair,4.2,675,3,1,4,0,1,53,6,64.1,1,94.3,0,0,30
AST-164_2024-04-10,AST-164,2024-04-10,Printer,HR,Floor 4,Daniel Kim,0,Active,Needs Attention,2.3,627,3,3,1,2,2,79,7,-1.0,0,98.0,1,1,30
AST-028_2024-03-29,AST-028,2024-03-29,Printer,Finance,Floor 1,Ravi Kumar,0,Active,Excellent,4.6,233,1,1,3,0,5,87,1,-1.0,0,96.1,0,0,30
AST-075_2024-05-29,AST-075,2024-05-29,Desktop,HR,Floor 1,Sarah Lim,0,Active,Needs Attention,2.7,466,1,1,6,2,1,156,10,53.8,1,98.3,1,1,30
AST-292_2024-01-22,AST-292,2024-01-22,Printer,IT,Floor 3,Sarah Lim,0,Active,Needs Attention,6.2,273,5,5,2,1,0,141,1,-1.0,0,96.5,1,1,30
AST-191_2024-01-05,AST-191,2024-01-05,Printer,Finance,Floor 2,Kevin Wu,0,Active,Good,3.1,-1,0,0,2,0,1,109,2,-1.0,0,94.4,0,0,30
AST-068_2024-05-14,AST-068,2024-05-14,Printer,IT,Floor 4,Maria Lopez,0,Active,Needs Attention,1.9,-1,5,5,6,0,4,146,6,-1.0,0,94.1,1,1,30
AST-008_2024-05-29,AST-008,2024-05-29,Laptop,IT,Floor 5,Linda Park,0,Active,Fair,3.7,18,1,0,5,1,3,41,5,81.4,1,98.6,0,1,30
AST-132_2024-04-19,AST-132,2024-04-19,Desktop,Sales,Floor 1,Tom White,0,Active,Needs Attention,4.7,349,3,2,3,1,2,21,6,61.6,1,95.6,1,1,30
AST-227_2024-02-22,AST-227,2024-02-22,Laptop,HR,Floor 1,Emma Roy,0,Active,Needs Attention,1.9,-1,3,3,6,0,2,66,10,65.1,1,96.8,1,1,30
AST-269_2024-03-24,AST-269,2024-03-24,Laptop,IT,Floor 4,John Smith,0,Active,Needs Attention,2.8,-1,3,0,1,2,1,46,10,78.6,1,94.2,1,1,30
AST-295_2024-01-04,AST-295,2024-01-04,Laptop,Sales,Floor 4,Linda Park,0,Active,Excellent,5.6,155,4,0,2,2,0,185,1,60.7,1,98.8,1,1,30
AST-025_2024-02-22,AST-025,2024-02-22,Laptop,Marketing,Floor 1,Maria Lopez,0,Active,Excellent,4.2,-1,0,0,6,0,2,80,0,57.6,1,94.1,0,1,30
AST-221_2024-01-10,AST-221,2024-01-10,Printer,HR,Floor 3,Linda Park,0,Active,Good,6.1,300,2,0,4,1,3,199,3,-1.0,0,96.9,0,0,30
AST-173_2024-04-17,AST-173,2024-04-17,Laptop,Sales,Floor 5,Linda Park,0,Active,Good,4.8,136,5,0,5,0,5,43,2,75.8,1,98.2,0,1,30
AST-162_2024-03-04,AST-162,2024-03-04,Printer,IT,Floor 3,John Smith,0,Active,Excellent,3.7,590,1,1,3,1,0,31,1,-1.0,0,98.6,0,0,30
AST-054_2024-06-10,AST-054,2024-06-10,Laptop,IT,Floor 4,Tom White,0,Active,Good,5.7,358,4,0,4,2,4,182,3,55.5,1,96.2,1,1,30
AST-115_2024-04-27,AST-115,2024-04-27,Desktop,IT,Floor 4,Kevin Wu,0,Active,Needs Attention,2.4,-1,0,0,4,2,4,54,9,81.0,1,96.3,1,1,30
AST-140_2024-05-13,AST-140,2024-05-13,Laptop,HR,Floor 3,Unassigned,1,Active,Fair,1.4,-1,2,0,2,1,2,75,4,80.0,1,97.9,0,0,30
AST-090_2024-06-07,AST-090,2024-06-07,Laptop,Marketing,Floor 4,Ravi Kumar,0,Active,Excellent,4.9,-1,1,1,6,0,5,193,1,65.4,1,99.9,0,1,30
AST-035_2024-06-16,AST-035,2024-06-16,Desktop,Sales,Floor 4,Maria Lopez,0,Active,Needs Attention,1.0,494,3,2,6,2,4,91,0,69.2,1,96.0,1,1,30
AST-284_2024-02-12,AST-284,2024-02-12,Laptop,HR,Floor 1,Kevin Wu,0,Active,Fair,0.5,418,0,0,2,0,1,200,6,84.1,1,95.3,0,0,30
AST-065_2024-03-10,AST-065,2024-03-10,Laptop,Finance,Floor 5,Bob Lee,0,Active,Needs Attention,1.2,-1,4,2,4,2,0,65,9,62.3,1,97.3,1,1,30
AST-176_2024-02-20,AST-176,2024-02-20,Printer,Finance,Floor 2,Maria Lopez,0,Active,Needs Attention,1.5,-1,3,3,2,2,3,74,10,-1.0,0,95.5,1,1,30
AST-034_2024-03-08,AST-034,2024-03-08,Desktop,HR,Floor 4,Kevin Wu,0,Active,Needs Attention,6.1,-1,3,1,3,0,0,133,9,80.7,1,94.5,1,1,30
AST-180_2024-01-29,AST-180,2024-01-29,Desktop,HR,Floor 5,Bob Lee,0,Active,Excellent,2.0,160,3,0,4,2,1,76,1,53.3,1,98.1,1,1,30
AST-028_2024-02-27,AST-028,2024-02-27,Printer,Finance,Floor 2,Unassigned,1,Active,Needs Attention,6.4,-1,5,1,3,2,3,77,7,-1.0,0,94.5,1,1,30
AST-049_2024-02-26,AST-049,2024-02-26,Desktop,Marketing,Floor 3,Linda Park,0,Active,Needs Attention,1.0,-1,4,2,1,2,1,134,0,64.6,1,94.5,1,1,30
AST-204_2024-03-28,AST-204,2024-03-28,Desktop,Marketing,Floor 1,Chris Tan,0,Active,Needs Attention,0.7,497,5,2,5,1,5,7,7,57.2,1,98.9,1,1,30
AST-142_2024-01-03,AST-142,2024-01-03,Printer,HR,Floor 2,Daniel Kim,0,Active,Fair,6.7,-1,2,1,0,2,3,79,5,-1.0,0,95.1,1,1,30
AST-005_2024-06-24,AST-005,2024-06-24,Laptop,Marketing,Floor 4,Bob Lee,0,Active,Needs Attention,6.7,8,5,3,4,1,2,134,4,74.7,1,94.3,1,1,30
AST-234_2024-05-15,AST-234,2024-05-15,Laptop,Marketing,Floor 4,Linda Park,0,Active,Needs Attention,1.0,780,2,0,4,0,3,36,8,54.4,1,96.6,1,1,30
AST-018_2024-05-21,AST-018,2024-05-21,Desktop,Sales,Floor 1,Ravi Kumar,0,Active,Needs Attention,5.3,-1,0,0,2,1,4,36,10,77.6,1,96.5,1,1,30
AST-177_2024-05-16,AST-177,2024-05-16,Laptop,Marketing,Floor 1,Unassigned,1,Active,Needs Attention,3.8,110,0,0,3,0,5,73,7,55.6,1,98.1,1,1,30
AST-194_2024-02-01,AST-194,2024-02-01,Laptop,HR,Floor 1,Unassigned,1,Active,Excellent,5.2,-1,3,0,5,0,2,72,0,81.9,1,94.4,0,1,30
AST-280_2024-05-01,AST-280,2024-05-01,Laptop,IT,Floor 5,Linda Park,0,Active,Excellent,4.1,-1,1,1,4,1,3,149,1,56.5,1,99.9,0,0,30
AST-226_2024-05-25,AST-226,2024-05-25,Desktop,Sales,Floor 4,Emma Roy,0,Active,Fair,3.5,-1,5,0,4,0,0,34,6,57.3,1,97.5,0,1,30
AST-113_2024-02-13,AST-113,2024-02-13,Laptop,HR,Floor 4,Unassigned,1,Active,Fair,3.9,-1,3,0,3,1,2,147,6,83.0,1,95.8,0,0,30
AST-209_2024-01-04,AST-209,2024-01-04,Desktop,HR,Floor 5,Ravi Kumar,0,Active,Needs Attention,2.6,180,4,3,3,0,0,20,10,72.6,1,96.1,1,1,30
AST-225_2024-01-23,AST-225,2024-01-23,Printer,Finance,Floor 2,Tom White,0,Active,Needs Attention,0.7,621,5,5,0,1,2,75,8,-1.0,0,97.8,1,1,30
AST-105_2024-02-02,AST-105,2024-02-02,Desktop,Sales,Floor 4,Ravi Kumar,0,Active,Needs Attention,5.9,-1,3,3,4,2,0,113,9,75.2,1,95.6,1,1,30
AST-065_2024-02-11,AST-065,2024-02-11,Laptop,Finance,Floor 4,Linda Park,0,Active,Needs Attention,2.8,-1,4,3,6,1,1,27,6,63.1,1,99.5,1,1,30
AST-027_2024-05-27,AST-027,2024-05-27,Laptop,Finance,Floor 4,Bob Lee,0,Active,Needs Attention,6.1,715,3,0,6,1,1,145,9,79.3,1,98.2,1,1,30
AST-031_2024-05-06,AST-031,2024-05-06,Laptop,HR,Floor 4,John Smith,0,Active,Fair,2.4,-1,4,0,1,0,3,43,6,82.7,1,97.6,0,1,30
AST-048_2024-03-21,AST-048,2024-03-21,Laptop,HR,Floor 1,Ravi Kumar,0,Active,Needs Attention,3.6,295,5,0,5,0,5,151,10,69.5,1,97.6,1,1,30
AST-148_2024-03-05,AST-148,2024-03-05,Desktop,Finance,Floor 2,Sarah Lim,0,Active,Needs Attention,2.6,452,3,0,2,2,1,21,9,65.2,1,95.0,1,1,30
AST-101_2024-01-01,AST-101,2024-01-01,Desktop,HR,Floor 2,Ravi Kumar,0,Active,Needs Attention,4.1,-1,4,2,1,0,0,24,2,68.5,1,96.2,1,1,30
AST-225_2024-05-03,AST-225,2024-05-03,Printer,Finance,Floor 2,Unassigned,1,Active,Good,4.5,592,2,0,0,0,5,188,3,-1.0,0,98.6,0,0,30
AST-144_2024-02-28,AST-144,2024-02-28,Laptop,HR,Floor 1,Unassigned,1,Active,Good,6.7,-1,1,0,6,1,4,79,3,73.8,1,99.3,0,1,30
AST-266_2024-02-02,AST-266,2024-02-02,Laptop,Marketing,Floor 1,Unassigned,1,Active,Excellent,2.7,234,0,0,2,0,4,169,1,65.3,1,99.1,0,0,30
AST-231_2024-02-24,AST-231,2024-02-24,Printer,HR,Floor 1,Unassigned,1,Active,Needs Attention,6.7,-1,1,1,0,0,5,95,10,-1.0,0,99.5,1,1,30
AST-153_2024-05-05,AST-153,2024-05-05,Printer,Sales,Floor 1,Unassigned,1,Active,Good,2.1,79,1,0,2,2,3,156,2,-1.0,0,95.4,1,1,30
AST-255_2024-04-07,AST-255,2024-04-07,Desktop,Finance,Floor 4,Maria Lopez,0,Active,Needs Attention,4.6,704,4,3,2,1,2,108,8,60.3,1,96.4,1,1,30
AST-254_2024-05-02,AST-254,2024-05-02,Printer,HR,Floor 1,Ravi Kumar,0,Active,Needs Attention,2.6,-1,5,2,5,1,1,183,1,-1.0,0,95.3,1,1,30
AST-165_2024-06-29,AST-165,2024-06-29,Desktop,IT,Floor 2,Daniel Kim,0,Active,Good,0.6,780,0,0,2,0,2,81,3,83.8,1,94.5,0,0,30
AST-138_2024-05-07,AST-138,2024-05-07,Printer,IT,Floor 4,Bob Lee,0,Active,Fair,6.1,574,1,1,4,2,4,125,6,-1.0,0,97.2,1,1,30
AST-257_2024-01-08,AST-257,2024-01-08,Desktop,HR,Floor 3,Ravi Kumar,0,Active,Excellent,4.0,-1,1,0,6,1,3,64,0,64.4,1,96.3,0,1,30
AST-094_2024-05-13,AST-094,2024-05-13,Desktop,HR,Floor 3,Daniel Kim,0,Active,Good,4.1,608,0,0,2,1,0,25,2,61.6,1,96.6,0,0,30
AST-093_2024-04-30,AST-093,2024-04-30,Printer,Sales,Floor 5,Maria Lopez,0,Active,Needs Attention,6.1,588,3,3,3,1,5,64,3,-1.0,0,99.7,1,1,30
AST-157_2024-04-20,AST-157,2024-04-20,Laptop,Finance,Floor 5,Unassigned,1,Active,Needs Attention,4.9,663,3,0,0,1,1,194,7,61.5,1,99.7,1,1,30
AST-195_2024-06-17,AST-195,2024-06-17,Printer,Finance,Floor 2,Emma Roy,0,Active,Fair,6.7,-1,2,0,6,1,0,32,6,-1.0,0,99.0,0,1,30
AST-022_2024-06-23,AST-022,2024-06-23,Printer,Finance,Floor 2,Ravi Kumar,0,Active,Needs Attention,1.7,-1,3,0,5,2,3,48,9,-1.0,0,94.0,1,1,30
AST-274_2024-03-07,AST-274,2024-03-07,Laptop,Marketing,Floor 3,John Smith,0,Active,Fair,5.0,654,2,1,3,0,0,151,5,68.6,1,98.0,0,0,30
AST-186_2024-05-27,AST-186,2024-05-27,Laptop,Finance,Floor 2,Chris Tan,0,Active,Good,4.8,-1,0,0,6,0,1,57,2,50.1,1,98.2,0,1,30
AST-010_2024-05-29,AST-010,2024-05-29,Desktop,Sales,Floor 2,Bob Lee,0,Active,Fair,4.9,246,0,0,4,1,5,153,4,76.7,1,94.2,0,0,30
AST-096_2024-06-25,AST-096,2024-06-25,Printer,Marketing,Floor 3,Tom White,0,Active,Needs Attention,6.5,309,4,3,3,0,3,138,1,-1.0,0,96.8,1,1,30
AST-116_2024-02-25,AST-116,2024-02-25,Desktop,Sales,Floor 3,Emma Roy,0,Active,Fair,3.0,673,3,0,6,1,0,131,5,69.3,1,97.3,0,1,30
AST-137_2024-02-07,AST-137,2024-02-07,Desktop,Sales,Floor 3,Tom White,0,Active,Needs Attention,2.0,-1,4,2,2,0,1,70,10,53.7,1,95.2,1,1,30
AST-236_2024-03-27,AST-236,2024-03-27,Desktop,IT,Floor 4,Sarah Lim,0,Active,Fair,2.0,-1,3,1,2,2,1,57,6,77.9,1,95.2,1,1,30
AST-206_2024-05-06,AST-206,2024-05-06,Desktop,Marketing,Floor 5,Daniel Kim,0,Active,Fair,2.7,576,2,1,3,0,0,165,5,85.0,1,100.0,0,0,30
AST-150_2024-05-03,AST-150,2024-05-03,Printer,Sales,Floor 3,Sarah Lim,0,Active,Needs Attention,6.9,558,0,0,1,1,5,59,10,-1.0,0,94.8,1,1,30
AST-277_2024-04-07,AST-277,2024-04-07,Printer,IT,Floor 2,Tom White,0,Active,Needs Attention,1.4,272,2,2,5,1,2,13,7,-1.0,0,97.4,1,1,30
AST-041_2024-02-25,AST-041,2024-02-25,Desktop,Finance,Floor 5,Tom White,0,Active,Needs Attention,1.4,610,1,0,2,2,3,60,9,60.1,1,94.2,1,1,30
AST-154_2024-05-05,AST-154,2024-05-05,Laptop,Sales,Floor 3,Sarah Lim,0,Active,Needs Attention,4.5,584,0,0,6,2,4,122,7,63.5,1,96.4,1,1,30
AST-244_2024-06-25,AST-244,2024-06-25,Laptop,Marketing,Floor 3,Alice Tan,0,Active,Excellent,6.9,-1,2,1,2,2,4,76,1,64.5,1,95.6,1,1,30
AST-097_2024-04-23,AST-097,2024-04-23,Printer,Finance,Floor 1,Sarah Lim,0,Active,Fair,3.6,-1,2,0,2,2,1,33,5,-1.0,0,97.1,1,1,30
AST-196_2024-06-05,AST-196,2024-06-05,Printer,HR,Floor 2,Emma Roy,0,Active,Needs Attention,6.9,434,1,1,1,2,0,39,10,-1.0,0,94.4,1,1,30
AST-233_2024-05-24,AST-233,2024-05-24,Desktop,Sales,Floor 2,Unassigned,1,Active,Needs Attention,4.1,635,4,1,5,0,2,8,10,71.4,1,96.2,1,1,30
AST-292_2024-06-05,AST-292,2024-06-05,Printer,IT,Floor 5,Chris Tan,0,Active,Needs Attention,1.8,202,4,4,3,0,1,10,1,-1.0,0,98.1,1,1,30
AST-179_2024-06-08,AST-179,2024-06-08,Laptop,IT,Floor 1,John Smith,0,Active,Fair,4.9,-1,4,1,0,2,1,178,6,50.3,1,97.0,1,1,30
AST-021_2024-06-04,AST-021,2024-06-04,Printer,IT,Floor 3,Emma Roy,0,Active,Good,5.1,420,1,0,6,0,5,83,3,-1.0,0,97.2,0,1,30
AST-095_2024-03-10,AST-095,2024-03-10,Laptop,Finance,Floor 3,Emma Roy,0,Active,Excellent,4.3,-1,4,1,0,0,0,74,1,58.4,1,95.4,0,1,30
AST-010_2024-02-09,AST-010,2024-02-09,Desktop,Sales,Floor 2,John Smith,0,Active,Needs Attention,4.1,338,5,1,6,2,0,196,10,74.6,1,98.2,1,1,30
AST-187_2024-01-14,AST-187,2024-01-14,Printer,Sales,Floor 4,Tom White,0,Active,Needs Attention,3.2,59,5,3,1,2,0,155,1,-1.0,0,98.0,1,1,30
AST-067_2024-05-03,AST-067,2024-05-03,Printer,IT,Floor 5,Unassigned,1,Active,Needs Attention,1.0,-1,5,4,1,0,2,63,6,-1.0,0,95.9,1,1,30
AST-298_2024-01-01,AST-298,2024-01-01,Laptop,Marketing,Floor 2,John Smith,0,Active,Excellent,4.9,-1,1,1,5,0,4,44,1,83.3,1,97.5,0,1,30
AST-141_2024-01-20,AST-141,2024-01-20,Desktop,Finance,Floor 2,Maria Lopez,0,Active,Fair,1.7,-1,4,1,1,2,4,170,6,54.0,1,99.6,1,1,30
AST-082_2024-04-30,AST-082,2024-04-30,Desktop,IT,Floor 2,Maria Lopez,0,Active,Needs Attention,6.8,-1,5,5,5,1,0,197,9,62.8,1,94.8,1,1,30
AST-156_2024-02-01,AST-156,2024-02-01,Printer,HR,Floor 3,Sarah Lim,0,Active,Fair,5.8,422,4,1,1,1,1,170,6,-1.0,0,95.2,0,1,30
AST-155_2024-03-06,AST-155,2024-03-06,Laptop,HR,Floor 3,Tom White,0,Active,Needs Attention,5.6,-1,4,1,5,1,4,103,8,53.1,1,94.9,1,1,30
AST-273_2024-05-14,AST-273,2024-05-14,Desktop,Sales,Floor 4,Unassigned,1,Active,Excellent,5.6,72,2,0,5,1,2,15,0,71.9,1,94.5,0,1,30
AST-139_2024-02-04,AST-139,2024-02-04,Desktop,Sales,Floor 4,Sarah Lim,0,Active,Needs Attention,2.8,50,4,4,6,0,2,97,3,68.5,1,95.4,1,1,30
AST-180_2024-06-09,AST-180,2024-06-09,Desktop,HR,Floor 2,Unassigned,1,Active,Needs Attention,1.5,-1,5,5,6,1,3,1,6,57.1,1,97.6,1,1,30
AST-075_2024-01-31,AST-075,2024-01-31,Desktop,HR,Floor 1,Chris Tan,0,Active,Needs Attention,6.9,-1,2,2,5,2,2,136,4,75.9,1,97.9,1,1,30
AST-259_2024-03-02,AST-259,2024-03-02,Laptop,Marketing,Floor 5,John Smith,0,Active,Fair,4.9,244,3,0,0,2,1,124,5,63.8,1,96.9,1,1,30
AST-069_2024-06-23,AST-069,2024-06-23,Laptop,IT,Floor 4,Linda Park,0,Active,Fair,0.5,315,3,1,3,2,1,152,5,75.9,1,94.4,1,1,30
AST-142_2024-06-17,AST-142,2024-06-17,Printer,HR,Floor 2,Sarah Lim,0,Active,Needs Attention,6.3,387,3,2,1,2,5,190,3,-1.0,0,98.1,1,1,30
AST-293_2024-06-22,AST-293,2024-06-22,Desktop,Sales,Floor 3,Sarah Lim,0,Active,Needs Attention,3.2,-1,3,3,5,1,1,176,9,78.7,1,98.9,1,1,30
AST-291_2024-02-25,AST-291,2024-02-25,Printer,Sales,Floor 2,Maria Lopez,0,Active,Needs Attention,6.3,619,4,0,1,0,2,20,8,-1.0,0,99.5,1,1,30
AST-008_2024-05-05,AST-008,2024-05-05,Laptop,IT,Floor 4,Emma Roy,0,Active,Fair,2.3,221,1,0,0,0,5,64,5,66.6,1,95.7,0,0,30
AST-145_2024-02-02,AST-145,2024-02-02,Desktop,IT,Floor 4,Unassigned,1,Active,Needs Attention,5.9,530,4,4,6,2,4,173,8,56.2,1,95.9,1,1,30
AST-156_2024-06-20,AST-156,2024-06-20,Printer,HR,Floor 3,Sarah Lim,0,Active,Needs Attention,2.0,187,3,0,2,2,5,194,7,-1.0,0,96.2,1,1,30
AST-183_2024-04-06,AST-183,2024-04-06,Desktop,Sales,Floor 2,Unassigned,1,Active,Needs Attention,4.1,635,2,0,3,1,1,27,7,71.6,1,97.7,1,1,30
AST-165_2024-01-09,AST-165,2024-01-09,Desktop,IT,Floor 4,Daniel Kim,0,Active,Needs Attention,4.0,-1,5,3,2,2,2,66,9,59.9,1,98.6,1,1,30
AST-156_2024-02-17,AST-156,2024-02-17,Printer,HR,Floor 2,Ravi Kumar,0,Active,Needs Attention,3.1,-1,3,0,0,0,0,114,9,-1.0,0,98.6,1,1,30
AST-087_2024-03-16,AST-087,2024-03-16,Printer,HR,Floor 2,John Smith,0,Active,Needs Attention,5.5,35,5,3,3,2,0,37,10,-1.0,0,99.0,1,1,30
AST-074_2024-04-29,AST-074,2024-04-29,Laptop,Finance,Floor 2,Alice Tan,0,Active,Good,5.8,-1,5,0,6,1,0,93,3,70.2,1,97.7,0,1,30
AST-071_2024-03-19,AST-071,2024-03-19,Desktop,IT,Floor 5,Kevin Wu,0,Active,Needs Attention,1.8,577,4,2,4,2,2,0,2,83.3,1,99.5,1,1,30
AST-069_2024-05-24,AST-069,2024-05-24,Laptop,IT,Floor 2,John Smith,0,Active,Fair,1.8,-1,3,1,4,0,1,38,5,71.0,1,96.2,0,0,30
AST-219_2024-01-14,AST-219,2024-01-14,Laptop,Sales,Floor 4,Ravi Kumar,0,Active,Needs Attention,2.2,621,5,5,4,1,3,188,2,71.9,1,97.3,1,1,30
AST-067_2024-06-05,AST-067,2024-06-05,Printer,IT,Floor 2,Tom White,0,Active,Fair,4.7,296,5,1,2,2,2,60,6,-1.0,0,97.6,1,1,30
AST-234_2024-01-11,AST-234,2024-01-11,Laptop,Marketing,Floor 4,Maria Lopez,0,Active,Needs Attention,6.8,509,1,1,0,0,0,1,10,63.4,1,97.2,1,1,30
AST-289_2024-05-30,AST-289,2024-05-30,Laptop,Marketing,Floor 2,Kevin Wu,0,Active,Needs Attention,4.7,-1,5,1,2,0,3,151,9,80.0,1,96.6,1,1,30
AST-186_2024-02-28,AST-186,2024-02-28,Laptop,Finance,Floor 5,Bob Lee,0,Active,Fair,0.9,-1,1,0,5,1,4,113,6,57.1,1,99.9,0,1,30
